vignette_id,source,esi_gold_label,vignette_text
CH10A_002,ESI Handbook v4 Ch.10 Set A,3,"""I think he broke it,"" reports the mother of a 9-year-old boy. ""He was climbing a tree and fell about 5 feet, landing on his arm. I am a nurse, so I put on a splint and applied ice. He has a good pulse."" The arm is obviously deformed. Vital signs: T 98F, RR 26, HR 90, SpO2 99%. Pain 5/10."
CH10A_003,ESI Handbook v4 Ch.10 Set A,1,"""I don't know what's wrong with my baby girl,"" cries a young mother. She reports that her 2-week-old baby is not acting right and is not interested in eating. As you begin to undress the baby, you notice that she is listless and her skin is mottled."
CH10A_004,ESI Handbook v4 Ch.10 Set A,2,"""My pain medications are not working anymore. Last night I couldn't sleep because the pain was so bad,"" reports a 47-year-old female with metastatic ovarian cancer. ""My husband called my oncologist, and he told me to come to the emergency department."" The patient rates her pain as 9/10. Vital signs are within normal limits."
CH10A_005,ESI Handbook v4 Ch.10 Set A,3,"A 48-year-old male tells you that he has a history of kidney stones and thinks he has another one. He has right costovertebral angle pain that radiates around to the front and into his groin. He is nauseous but tells you he took a pain pill, and right now he has minimal pain. He denies vomiting. T 98F, RR 16, HR 80, BP 136/74, SpO2 100%. Pain 3/10."
CH10A_006,ESI Handbook v4 Ch.10 Set A,2,"""After my pediatrician saw my son's rash, he said I had to bring him to the emergency department immediately. He has this rash on his face and chest that started today. He has little pinpoint purplish spots he called petechiae. My son is a healthy kid who has had a cold for a couple of days and a cough. My pediatrician said he had to be sure nothing bad is going on. What do you think?"""
CH10A_007,ESI Handbook v4 Ch.10 Set A,4,"""Her grandfather pulled her by the wrist up and over a big puddle. Next thing you know, she is crying and refusing to move her left arm,"" the mother of a healthy 3-year-old tells you. Vital signs are within normal limits."
CH10A_008,ESI Handbook v4 Ch.10 Set A,2,"A 46-year-old asthmatic in significant respiratory distress presents via ambulance. The paramedics report that the patient began wheezing earlier in the day and had been using her inhaler with no relief. On her last admission for asthma, she was intubated. Vital signs: RR 44, SpO2 93% on room air, HR 98, BP 154/60. The patient is able to answer your questions about allergies and medications."
CH10A_009,ESI Handbook v4 Ch.10 Set A,2,"A 56-year-old male with a recent diagnosis of late-stage non-Hodgkin's lymphoma was brought to the ED from the oncology clinic. He told his oncologist that he had facial and bilateral arm swelling and increasing shortness of breath. The patient also reports that his symptoms are worse if he lies down. Vital signs: BP 146/92, HR 122, RR 38, SpO2 98% on room air, temperature normal."
CH10A_010,ESI Handbook v4 Ch.10 Set A,1,"EMS arrives with a 28-year-old male who was stabbed in the left side of his neck during an altercation. You notice a large hematoma around the wound, and the patient is moaning he can't breathe. HR 110, RR 36, SpO2 89%."
CH10A_011,ESI Handbook v4 Ch.10 Set A,5,"An 11-year-old presents to triage with his mother, who reports that her son has had a cough and runny nose for a week. The child is running around the waiting room and asking his mother for a snack. Vital signs are within normal limits."
CH10A_012,ESI Handbook v4 Ch.10 Set A,2,"""I don't know what is wrong with my son,"" reports the worried mother of a normally healthy eight-year-old male. ""He's losing weight and acting so cranky. Last night he was up to the bathroom every hour, and he can't seem to get enough to drink."" The child is alert and oriented and answers your questions appropriately. Vital signs: T 98.6F, RR 30, HR 98, BP 92/78, SpO2 98%."
CH10A_013,ESI Handbook v4 Ch.10 Set A,3,"""He has had diarrhea for 2 days, and he just started throwing up this morning. This has been going around the family, and he seems to have it the worst. He has been drinking before today, but now he doesn't want anything to drink,"" reports the mother of a 19-month-old. The toddler is awake and alert but quiet in the mother's arms, and you notice his lips are dry and cracked. Vital signs: T 99F, RR 30, HR 130, SpO2 100%."
CH10A_014,ESI Handbook v4 Ch.10 Set A,3,"EMS arrives with an 87-year-old male who slipped on the ice and injured his right hip. His right leg is shortened and externally rotated. The patient's only complaint is hip pain. He rates his pain as 5/10, and his vital signs are within normal limits."
CH10A_015,ESI Handbook v4 Ch.10 Set A,5,"""My baby is having a hard time drinking his bottle,"" reports the young mother of a 3-month-old. The baby is alert and looking around. You notice a large amount of dried mucus around both nares. T 98F, RR 40, HR 132, SpO2 99%."
CH10A_016,ESI Handbook v4 Ch.10 Set A,2,"A 72-year-old female is brought in by ambulance from the nearby nursing home. They report that she has become increasingly confused over the last 24 hours. She is usually awake, alert, and oriented and takes care of her own activities of daily living. At triage she has a temperature of 99.6F, HR 86, RR 28, BP 136/72, SpO2 94% on room air."
CH10A_017,ESI Handbook v4 Ch.10 Set A,2,"Melissa, a 4-year-old with a ventriculo-peritoneal shunt (drains excess cerebrospinal fluid), is brought to the ED by her parents. The mother tells you that she is concerned that the shunt may be blocked because Melissa is not acting right. The child is sleepy but responds to verbal stimuli. When asked what was wrong, she tells you that her head hurts and she is going to throw up. T 98.6F, RR 22, HR 120, SpO2 99% on room air, BP 94/76."
CH10A_018,ESI Handbook v4 Ch.10 Set A,1,"The overhead page announces the arrival of the Code STEMI. Paramedics arrive with a 62-year-old male with a history of a myocardial infarction 4 years ago who is complaining of chest pressure that started an hour ago. The field EKG shows anterior lateral ischemic changes. Currently, the patient's heart rate is 106, RR 28, BP 72/53, SpO2 is 95% on a non-rebreather mask. His skin is cool and clammy."
CH10A_019,ESI Handbook v4 Ch.10 Set A,3,"""I had a knee replacement 3 months ago. Now look at it!"" states a 64-year-old male. The knee is red, swollen and tender to touch. Vital signs: T 99F, RR 20, HR 74, BP 164/74, SpO2 97%. Pain 6/10."
CH10A_020,ESI Handbook v4 Ch.10 Set A,3,"""This is so embarrassing,"" reports a 29-year-old male. ""For the last 12 hours, I have had this thing stuck in my rectum. I have tried and tried to get it out with no success. Can someone help me?"" The patient denies abdominal pain or tenderness. Vital signs are within normal limits. Pain 4/10."
CH10A_021,ESI Handbook v4 Ch.10 Set A,3,"EMS arrives with a 67-year-old female who lives alone. The patient called 911 because she was too sick to get herself to the doctor. The patient has had a fever and cough for 3 days. She reports coughing up thick green phlegm and is concerned that she has pneumonia. She denies shortness of breath. Past medical history HTN. T 102F, RR 28, HR 86, BP 140/72, SpO2 94%."
CH10A_022,ESI Handbook v4 Ch.10 Set A,2,"EMS arrives with a 14-year-old male who was snowboarding at a nearby ski area, lost control, and ran into a tree. The patient was wearing a ski helmet, is currently aware, alert, and oriented and is complaining of left upper-quadrant pain and left thigh pain. His left femur appears to be broken. BP 112/80, HR 86, RR 14, SpO2 98%, and temperature is normal."
CH10A_023,ESI Handbook v4 Ch.10 Set A,4,"""I woke up this morning, and there was a bat flying around our bedroom. Scared me half to death, and now I am so worried about rabies,"" an anxious 48-year-old female tells you. ""My husband opened the window, and the bat flew out."" Past medical history of ovarian cysts, no meds or allergies, vital signs are within normal limits."
CH10A_024,ESI Handbook v4 Ch.10 Set A,1,"The family of a 74-year-old male called 911 when he developed severe mid-abdominal pain. ""My husband is not a complainer,"" reports his wife. ""The only medication he takes is for high blood pressure."" On arrival in the ED, the patient's HR is 140, RR 28, SpO2 94%, BP 72/56."
CH10A_025,ESI Handbook v4 Ch.10 Set A,5,"""I woke up this morning, and my eyes are all red and crusty,"" reports a 29-year-old kindergarten teacher. ""I think I got it from the kids at school,"" she tells you. She denies pain or other visual disturbances. Her vital signs are within normal limits."
CH10B_001,ESI Handbook v4 Ch.10 Set B,3,"""Without the helmet, I would have been really hurt,"" reports a 19-year-old healthy male who was involved in a bicycle accident. He lost control of his bike when he hit a pothole. He has a 2-centimeter laceration on his arm and pain over his left clavicle. Vital signs: T 97.4F, RR 18, HR 62, BP 122/70, SpO2 100%. Pain 6/10."
CH10B_002,ESI Handbook v4 Ch.10 Set B,2,"When asked why she came to the emergency department, the 18-year-old college student begins to cry. She tells the triage nurse that she was sexually assaulted last night at an off-campus party."
CH10B_003,ESI Handbook v4 Ch.10 Set B,5,"""I have this skin rash in my crotch. It looks like jock rot. Probably got it from not washing my gym clothes,"" reports a 19-year-old healthy male. No abnormal vital signs."
CH10B_004,ESI Handbook v4 Ch.10 Set B,5,"""The doctor told me to come back this morning and have my boil checked. He lanced it yesterday and packed some stuff in it. He said he just wants to make sure it is healing OK,"" reports a 54-year-old diabetic male. The patient goes on to tell you that he feels so much better. T 98F, RR 16, HR 64, BP 142/78, SpO2 98%. Pain 2/10."
CH10B_005,ESI Handbook v4 Ch.10 Set B,1,"A 16-year-old high school hockey player collapsed on the ice after being hit in the anterior chest by the puck. The coaching staff began CPR almost immediately, and he was defibrillated three times with a return of spontaneous circulation. He arrives in the emergency department intubated."
CH10B_006,ESI Handbook v4 Ch.10 Set B,3,"""I have been wheezing for a few days, and today I woke up with a fever. My rescue inhaler doesn't seem to be helping,"" reports a 43-year-old female with a past history of asthma. Vital signs: T 101.4F, RR 26, HR 90, BP 138/70, SpO2 95%."
CH10B_007,ESI Handbook v4 Ch.10 Set B,4,"""This sounds really strange. A bug flew into my right ear while I was gardening. I tried to get it out by using a Q-tip. I just don't know what else to do, but this buzzing noise is driving me crazy,"" a 55-year-old female tells you. No previous medical history and vital signs are within normal limits."
CH10B_008,ESI Handbook v4 Ch.10 Set B,5,"""This morning, I stepped on a rusty nail, and it went right through my shoe into my foot. I washed it really well. I read on the Internet that I need a tetanus shot."" No previous medical history, and vital signs are within normal limits."
CH10B_009,ESI Handbook v4 Ch.10 Set B,2,"""I was having breakfast with my wife, and all of a sudden I couldn't see out of my right eye. It lasted about 5 minutes. I'm just scared because I've never had anything like this happen before,"" reports a 56-year-old male with a history of HTN and high cholesterol."
CH10B_010,ESI Handbook v4 Ch.10 Set B,4,"""I was walking down the street and twisted my ankle as I stepped off the curb. I don't think it's broken, but it hurts so much,"" reports a 43-year-old female with a history of colitis. Vital signs: T 98F, HR 72, RR 18, BP 134/80, SpO2 100%. Pain 8/10."
CH10B_011,ESI Handbook v4 Ch.10 Set B,2,"A 16-year-old female is brought to the emergency department by her mother, who reports that her daughter took more than 30 acetaminophen tablets about 30 minutes before admission. The tearful girl tells you that her boyfriend broke up with her this morning. No previous medical history, and no allergies or medications. Vital signs within normal limits."
CH10B_012,ESI Handbook v4 Ch.10 Set B,3,"""My colitis is acting up,"" reports a 26-year-old female. ""It started with an increased number of stools, and now I am cramping a lot. My gastroenterologist told me to come to the emergency department to be evaluated."" No other past medical history. T 97F, RR 18, HR 68, BP 112/76, SpO2 100%. Pain 6/10."
CH10B_013,ESI Handbook v4 Ch.10 Set B,4,"""I was so disappointed about not making the varsity soccer team that I punched a wall,"" reports a 15-year-old healthy male. His hand is swollen and tender to touch. Vital signs: T 97F, RR 16, HR 58, BP 106/80, SpO2 100%. Pain 5/10."
CH10B_014,ESI Handbook v4 Ch.10 Set B,2,"A 46-year-old female with a history of sickle cell disease presents to the emergency department because of a crisis. She has pain in her lower legs that began 8 hours ago, and the pain medication she is taking is not working. Currently, she rates her pain as 8/10. She has no other medical problems, and her current medications include folate and vicodin. Vital signs are all within normal limits."
CH10B_015,ESI Handbook v4 Ch.10 Set B,3,"""I take a blood thinner because I have had clots in my legs,"" reports a 54-year-old male. ""They told me that medicine would prevent them, but today I have pain and swelling in my lower leg. It started out just being sore, but now I can hardly walk on it."" Denies any other complaints. Vital signs within normal limits."
CH10B_016,ESI Handbook v4 Ch.10 Set B,3,"A 65-year-old female is brought in by ambulance from the local nursing home for replacement of her PEG tube. The information from the nursing home states that she had a massive stroke 3 years ago and is now aphasic. Her condition is unchanged, and she is a do not resuscitate/do not intubate. Vital signs within normal limits."
CH10B_017,ESI Handbook v4 Ch.10 Set B,2,"A 26-year-old female presents to the ED because she can't get an appointment with her therapist. She went home for the holidays, and the visit brought back many issues from her childhood. She is unable to sleep and has been drinking more than usual. She admits to thinking about hurting herself but has no plan. History of previous suicide attempts. Vital signs within normal limits."
CH10B_018,ESI Handbook v4 Ch.10 Set B,5,"""I am here on business for a week, and I forgot to pack my blood pressure medication. I haven't taken it for 2 days. Do you think one of the doctors will write me a prescription?"" asks a 58-year-old male. BP 154/88, HR 64, RR 18, T 98F, SpO2 99%."
CH10B_019,ESI Handbook v4 Ch.10 Set B,5,"""I fell running for the bus,"" reports a 42-year-old female. ""Nothing hurts, I just have road burn on both my knees, and I think I need a tetanus booster."" Vital signs within normal limits."
CH10B_020,ESI Handbook v4 Ch.10 Set B,1,"EMS radios in that they are en route with a 21-year-old with a single gunshot wound to the left chest. Vital signs are BP 78/palp, HR 148, RR 36, SpO2 96% on a non-rebreather."
CH10B_021,ESI Handbook v4 Ch.10 Set B,3,"A 51-year-old presents to triage with redness and swelling of his right hand. He reports being scratched by his cat yesterday. Past medical history gastroesophageal reflux disease. Vital signs: BP 121/71, HR 118, RR 18, T 101.8F, SpO2 98%. Pain 5/10."
CH10B_022,ESI Handbook v4 Ch.10 Set B,2,"EMS arrives with a 52-year-old female overdose. The patient took eight 75 mg tabs of wellbutrin 2 hours ago because her husband left her for another woman, and now she wants to die. She is awake, alert, and oriented."
CH10B_023,ESI Handbook v4 Ch.10 Set B,2,"The local police arrive with a 48-year-old male who was arrested last night for public intoxication. He spent the night in jail, and this morning he is restless and has tremors. The patient usually drinks a case of beer a day and has not had a drink since 7 p.m. Vital signs: BP 172/124, HR 122, RR 18, T 98.6F, SpO2 97%. Pain 0/10."
CH10B_024,ESI Handbook v4 Ch.10 Set B,3,"A healthy 10-year-old male is brought to the emergency department by his mother, who reports that her son has not moved his bowels for a week. He is complaining of 7/10 generalized abdominal pain, nausea, and lack of appetite. Vital signs: BP 107/66, HR 75, RR 20, T 98.6F, SpO2 99%."
CH10B_025,ESI Handbook v4 Ch.10 Set B,1,"EMS arrives with a 22-year-old woman with asthma who began wheezing earlier this morning. She is sitting upright on the ambulance stretcher leaning forward with an albuterol nebulizer underway. The patient is diaphoretic, working hard at breathing and unable to answer your questions. EMS tells you that they think she is tiring out. Her respiratory rate is 48, SpO2 is 94%, and she has a prior history of intubations."
